Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i
2000,ROSSBURN,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),11,906,1.465,5,71
2000,ROSSBURN,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),3,570,0.567,5,71
2000,ROSSBURN,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),8,1652,0.674,5,71
2000,ROSSBURN,ARGENTINE CANOLA,QUANTUM (91-21864 NA),4,913,0.593,5,71
2000,ROSSBURN,ARGENTINE CANOLA,QUEST (RU3) (RT),7,1464,0.708,5,71
2000,ROSSBURN,ARGENTINE CANOLA,SW ARROW (SWO2601)(RT),3,1138,0.559,5,71
2000,ROSSBURN,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),13,1853,0.666,5,71
2000,ROSSBURN,ARGENTINE CANOLA,45A51 (NS2335)(RT),9,2743,0.679,5,71
2000,ROSSBURN,ARGENTINE CANOLA,45A71 (NS1471)(ST),6,619,0.548,5,71
2000,ROSSBURN,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),6,643,0.63,5,71
2000,ROSSBURN,BARLEY,AC METCALFE (TR 232),6,596,0.735,5,71
2000,ROSSBURN,BARLEY,AC OXBOW (TR226),7,519,0.62,5,71
2000,ROSSBURN,BARLEY,BRONCO (BT 934),5,705,0.959,5,71
2000,ROSSBURN,BARLEY,CDC DOLLY (TR 318),6,920,1.351,5,71
2000,ROSSBURN,BARLEY,EXCEL (M52),9,765,1.173,5,71
2000,ROSSBURN,BARLEY,ROBUST,4,613,1.41,5,71
2000,ROSSBURN,EXTRA STRONG WHEAT,LASER (PT754),4,760,0.835,5,71
2000,ROSSBURN,FIELD PEAS,ESPACE (CEB 1140),3,1486,0.99,5,71
2000,ROSSBURN,GREENFEED,OATS,6,782,1.461,5,71
2000,ROSSBURN,OATS,AC ASSINIBOIA (OT 275),6,763,0.949,5,71
2000,ROSSBURN,OATS,ROBERT,6,615,1.033,5,71
2000,ROSSBURN,OATS,TRIPLE CROWN (OT 541),12,1102,1.221,5,71
2000,ROSSBURN,PRAIRIE SPRING WHEAT,AC CRYSTAL (HY417),3,512,1.866,5,71
2000,ROSSBURN,RED SPRING WHEAT,AC BARRIE (BW 661),29,7288,1.094,5,71
2000,ROSSBURN,RED SPRING WHEAT,AC CADILLAC (BW 689),8,813,1.152,5,71
2000,ROSSBURN,RED SPRING WHEAT,AC DOMAIN (BW 148),15,3124,0.794,5,71
2000,ROSSBURN,RED SPRING WHEAT,AC ELSA (BW 685),8,1558,1.131,5,71
2000,ROSSBURN,RED SPRING WHEAT,AC INTREPID (BW 693),7,613,1.006,5,71
2000,ROSSBURN,RED SPRING WHEAT,CDC TEAL (BW 616),13,1501,0.765,5,71
2000,ROSSBURN,RED SPRING WHEAT,MCKENZIE (BW 205),3,700,0.602,5,71
2000,ROSSER,ALFALFA,COMMON (DELETED),4,657,2.596,5,72
2000,ROSSER,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),4,503,0.477,5,72
2000,ROSSER,ARGENTINE CANOLA,HI-Q (A97-14N),4,675,0.344,5,72
2000,ROSSER,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),13,2089,0.588,5,72
2000,ROSSER,ARGENTINE CANOLA,QUEST (RU3) (RT),6,550,0.5,5,72
2000,ROSSER,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),13,1847,0.552,5,72
2000,ROSSER,ARGENTINE CANOLA,34-55(DKL) (RT),7,1579,0.45,5,72
2000,ROSSER,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,8,2352,0.565,5,72
2000,ROSSER,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),13,2323,0.647,5,72
2000,ROSSER,BARLEY,ROBUST,23,4758,1.334,5,72
2000,ROSSER,FABABEANS,CDC FATIMA,3,519,0.802,5,72
2000,ROSSER,FLAX,AC EMERSON (FP 935),10,1108,0.361,5,72
2000,ROSSER,FLAX,AC MCDUFF,6,809,0.264,5,72
2000,ROSSER,NON-OIL SUNFLOWERS,MYCOGEN 9338,4,655,0.847,5,72
2000,ROSSER,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,9,2159,0.913,5,72
2000,ROSSER,OATS,AC ASSINIBOIA (OT 275),35,7784,1.555,5,72
2000,ROSSER,OATS,RIEL,9,1397,1.487,5,72
2000,ROSSER,OATS,TRIPLE CROWN (OT 541),15,3100,1.702,5,72
2000,ROSSER,RED SPRING WHEAT,AC BARRIE (BW 661),60,20469,1.168,5,72
2000,ROSSER,RED SPRING WHEAT,AC CORA (BW 152),3,983,1.194,5,72
2000,ROSSER,RED SPRING WHEAT,AC DOMAIN (BW 148),5,513,0.789,5,72
2000,ROSSER,RED SPRING WHEAT,MCKENZIE (BW 205),3,800,1.631,5,72
2000,ROSSER,SOYBEANS,GENTLEMAN <CEROM>,5,849,0.531,5,72
2000,ROSSER,WINTER WHEAT,CDC CLAIR,6,1035,1.943,5,72
2000,RUSSELL-BINSCARTH,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),6,801,1.23,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),4,1130,0.86,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,QUEST (RU3) (RT),16,3141,0.69,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),6,938,0.731,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,45A51 (NS2335)(RT),6,1662,0.779,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,45A71 (NS1471)(ST),3,603,0.661,5,73
2000,RUSSELL-BINSCARTH,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),6,1901,0.791,5,73
2000,RUSSELL-BINSCARTH,BARLEY,EXCEL (M52),18,2102,1.522,5,73
2000,RUSSELL-BINSCARTH,FIELD PEAS,ALFETTA (PERF 1423),3,608,0.879,5,73
2000,RUSSELL-BINSCARTH,FIELD PEAS,CARNEVAL (SVE36121),6,1169,1.032,5,73
2000,RUSSELL-BINSCARTH,FIELD PEAS,DELTA (CEBECO 1431),4,522,1.234,5,73
2000,RUSSELL-BINSCARTH,FIELD PEAS,"MAJORET (ATLAS, SVC35121)",4,993,1.092,5,73
2000,RUSSELL-BINSCARTH,OATS,CDC BOYER (OT342),3,508,1.571,5,73
2000,RUSSELL-BINSCARTH,OATS,DUMONT,9,500,0.976,5,73
2000,RUSSELL-BINSCARTH,OATS,ROBERT,5,529,1.235,5,73
2000,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC BARRIE (BW 661),23,8379,1.229,5,73
2000,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC DOMAIN (BW 148),9,2255,1.192,5,73
2000,RUSSELL-BINSCARTH,RED SPRING WHEAT,AC INTREPID (BW 693),4,509,1.324,5,73
2000,RUSSELL-BINSCARTH,RED SPRING WHEAT,CDC TEAL (BW 616),32,8048,1.199,5,73
2000,SIFTON,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,739,1.511,5,74
2000,SIFTON,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),3,981,0.766,5,74
2000,SIFTON,BARLEY,AC LACOMBE (BT 634),3,631,1.165,5,74
2000,SIFTON,BARLEY,ROBUST,4,629,0.944,5,74
2000,SIFTON,FALL RYE,PRIMA,5,635,1.056,5,74
2000,SIFTON,FLAX,NORLIN,5,786,0.383,5,74
2000,SIFTON,NATIVE HAY,NO VAR (TYPE UNKNOWN),10,5211,0.452,5,74
2000,SIFTON,OATS,AC ASSINIBOIA (OT 275),7,606,1.169,5,74
2000,SIFTON,RED SPRING WHEAT,AC BARRIE (BW 661),9,1831,0.802,5,74
2000,SIFTON,RED SPRING WHEAT,AC CORA (BW 152),5,1058,1.049,5,74
2000,SOURIS-GLENWOOD,ALFALFA,COMMON (DELETED),4,557,2.02,5,75
2000,SOURIS-GLENWOOD,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),8,710,1.78,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,INDEPENDENCE (HCN 10) (LT),3,531,0.598,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),16,4326,0.706,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,QUEST (RU3) (RT),5,2178,0.805,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,3345 <MONSANTO> |PR3665| (RT),7,1439,0.623,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,46A52 (NS2501)(RT),3,925,0.848,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,6,1167,0.627,5,75
2000,SOURIS-GLENWOOD,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),10,2079,0.831,5,75
2000,SOURIS-GLENWOOD,BARLEY,AC METCALFE (TR 232),7,2387,1.439,5,75
2000,SOURIS-GLENWOOD,BARLEY,EXCEL (M52),9,1579,1.344,5,75
2000,SOURIS-GLENWOOD,BARLEY,ROBUST,31,5710,1.294,5,75
2000,SOURIS-GLENWOOD,DURUM WHEAT,AC MORSE (DT484),9,2171,1.254,5,75
2000,SOURIS-GLENWOOD,FALL RYE,PRIMA,4,528,1.048,5,75
2000,SOURIS-GLENWOOD,FIELD PEAS,SCORPIO (CB419),8,2155,1.071,5,75
2000,SOURIS-GLENWOOD,FLAX,NORLIN,9,1788,0.493,5,75
2000,SOURIS-GLENWOOD,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,7,2977,0.694,5,75
2000,SOURIS-GLENWOOD,OATS,AC ASSINIBOIA (OT 275),16,1543,1.316,5,75
2000,SOURIS-GLENWOOD,OIL SUNFLOWERS,P63A21 <PIONEER>,4,1615,0.65,5,75
2000,SOURIS-GLENWOOD,RED SPRING WHEAT,AC BARRIE (BW 661),39,14191,1.169,5,75
2000,SOURIS-GLENWOOD,RED SPRING WHEAT,AC CADILLAC (BW 689),8,1892,1.177,5,75
2000,SOURIS-GLENWOOD,RED SPRING WHEAT,AC CORA (BW 152),19,3899,1.102,5,75
2000,SOURIS-GLENWOOD,RED SPRING WHEAT,AC DOMAIN (BW 148),7,1075,1.314,5,75
2000,SOURIS-GLENWOOD,RED SPRING WHEAT,CDC TEAL (BW 616),15,3434,1.057,5,75
2000,SPRINGFIELD,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),20,3462,0.259,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,2153 <INVIGOR> (LT),3,541,0.044,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),6,666,0.072,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,34-55(DKL) (RT),7,1841,0.207,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",20,3870,0.28,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,11,1321,0.149,5,76
2000,SPRINGFIELD,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),19,3362,0.247,5,76
2000,SPRINGFIELD,BARLEY,BEDFORD,5,843,0.506,5,76
2000,SPRINGFIELD,BARLEY,CDC STRATUS (TR 128),3,1240,1.069,5,76
2000,SPRINGFIELD,BARLEY,ROBUST,17,3109,0.767,5,76
2000,SPRINGFIELD,BARLEY,STANDARD,3,697,0.448,5,76
2000,SPRINGFIELD,BARLEY,STANDER,18,2868,0.898,5,76
2000,SPRINGFIELD,FLAX,AC EMERSON (FP 935),15,1531,0.213,5,76
2000,SPRINGFIELD,FLAX,CDC NORMANDY (FP 966),6,875,0.135,5,76
2000,SPRINGFIELD,FLAX,NORLIN,6,731,0.219,5,76
2000,SPRINGFIELD,NON-OIL SUNFLOWERS,PIONEER 63C40,3,503,0.322,5,76
2000,SPRINGFIELD,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,4,1071,0.374,5,76
2000,SPRINGFIELD,OATS,AC ASSINIBOIA (OT 275),20,4474,1.387,5,76
2000,SPRINGFIELD,OATS,RIEL,12,1788,1.19,5,76
2000,SPRINGFIELD,OATS,ROBERT,10,910,0.375,5,76
2000,SPRINGFIELD,OATS,TRIPLE CROWN (OT 541),34,6457,1.485,5,76
2000,SPRINGFIELD,RED SPRING WHEAT,AC BARRIE (BW 661),94,21553,0.841,5,76
2000,SPRINGFIELD,RED SPRING WHEAT,AC CADILLAC (BW 689),12,1351,0.932,5,76
2000,SPRINGFIELD,RED SPRING WHEAT,AC DOMAIN (BW 148),11,2566,0.761,5,76
2000,ST. ANDREWS,ALFALFA,COMMON (DELETED),4,605,1.368,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),3,775,0.596,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),24,3359,0.464,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,Q 2,7,962,0.498,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,QUEST (RU3) (RT),15,1583,0.298,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,SW ARROW (SWO2601)(RT),4,780,0.429,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,SW RIDER (SWA2658)(RT),4,765,0.355,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,2153 <INVIGOR> (LT),4,535,0.346,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),9,1481,0.411,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,34-55(DKL) (RT),4,1355,0.279,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",6,1270,0.539,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,8,1675,0.411,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,46A73 (NS 2207) (ST),7,2026,0.482,5,77
2000,ST. ANDREWS,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),12,2930,0.554,5,77
2000,ST. ANDREWS,BARLEY,CDC STRATUS (TR 128),13,2678,1.193,5,77
2000,ST. ANDREWS,BARLEY,ROBUST,21,2467,1.24,5,77
2000,ST. ANDREWS,FLAX,AC EMERSON (FP 935),9,1191,0.309,5,77
2000,ST. ANDREWS,FLAX,NORLIN,6,540,0.376,5,77
2000,ST. ANDREWS,OATS,AC ASSINIBOIA (OT 275),7,720,1.406,5,77
2000,ST. ANDREWS,OATS,RIEL,13,1736,0.943,5,77
2000,ST. ANDREWS,OATS,ROBERT,6,932,1.666,5,77
2000,ST. ANDREWS,OATS,TRIPLE CROWN (OT 541),8,1078,1.716,5,77
2000,ST. ANDREWS,RED SPRING WHEAT,AC BARRIE (BW 661),78,29275,1.078,5,77
2000,ST. ANDREWS,RED SPRING WHEAT,AC DOMAIN (BW 148),5,913,0.636,5,77
2000,ST. ANDREWS,RED SPRING WHEAT,MCKENZIE (BW 205),6,1411,1.143,5,77
2000,ST. CLEMENTS,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),5,906,0.33,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),8,1293,0.455,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,SW ARROW (SWO2601)(RT),3,1060,0.494,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),5,608,0.575,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,34-55(DKL) (RT),3,559,0.396,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,"401 (AV9401,HYOLA 404)",8,1222,0.247,5,78
2000,ST. CLEMENTS,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),3,1362,0.69,5,78
2000,ST. CLEMENTS,BARLEY,CDC STRATUS (TR 128),10,3092,1.327,5,78
2000,ST. CLEMENTS,BARLEY,EXCEL (M52),5,569,0.596,5,78
2000,ST. CLEMENTS,BARLEY,ROBUST,8,670,0.795,5,78
2000,ST. CLEMENTS,BARLEY,STANDER,4,592,0.925,5,78
2000,ST. CLEMENTS,FLAX,AC EMERSON (FP 935),6,575,0.484,5,78
2000,ST. CLEMENTS,OATS,AC ASSINIBOIA (OT 275),23,4246,1.244,5,78
2000,ST. CLEMENTS,OATS,RIEL,5,858,1.151,5,78
2000,ST. CLEMENTS,OATS,ROBERT,9,718,0.948,5,78
2000,ST. CLEMENTS,RED SPRING WHEAT,AC BARRIE (BW 661),48,11788,0.941,5,78
2000,ST. CLEMENTS,RED SPRING WHEAT,AC DOMAIN (BW 148),10,2209,1.003,5,78
2000,ST. CLEMENTS,RED SPRING WHEAT,ROBLIN,6,784,0.339,5,78
2000,ST. FRANCIS XAVIER,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),12,2177,0.685,5,79
2000,ST. FRANCIS XAVIER,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),7,2130,0.734,5,79
2000,ST. FRANCIS XAVIER,ARGENTINE CANOLA,34-55(DKL) (RT),5,1400,0.659,5,79
2000,ST. FRANCIS XAVIER,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,5,928,0.555,5,79
2000,ST. FRANCIS XAVIER,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),7,1810,0.648,5,79
2000,ST. FRANCIS XAVIER,BARLEY,ROBUST,6,572,1.578,5,79
2000,ST. FRANCIS XAVIER,FLAX,AC EMERSON (FP 935),4,560,0.477,5,79
2000,ST. FRANCIS XAVIER,OATS,AC ASSINIBOIA (OT 275),10,2277,1.748,5,79
2000,ST. FRANCIS XAVIER,OATS,RIEL,3,653,1.993,5,79
2000,ST. FRANCIS XAVIER,OATS,TRIPLE CROWN (OT 541),6,1758,1.996,5,79
2000,ST. FRANCIS XAVIER,RED SPRING WHEAT,AC BARRIE (BW 661),32,9990,1.361,5,79
2000,ST. FRANCIS XAVIER,RED SPRING WHEAT,AC DOMAIN (BW 148),4,895,1.289,5,79
2000,ST. FRANCIS XAVIER,WINTER WHEAT,CDC CLAIR,3,1445,2.038,5,79
2000,ST. LAURENT,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),4,665,0.903,5,80
2000,ST. LAURENT,NATIVE HAY,NO VAR (TYPE UNKNOWN),4,1631,0.051,5,80
2000,STANLEY,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),14,1182,0.739,5,81
2000,STANLEY,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),5,602,0.911,5,81
2000,STANLEY,ARGENTINE CANOLA,QUEST (RU3) (RT),34,4199,0.779,5,81
2000,STANLEY,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),7,717,0.751,5,81
2000,STANLEY,ARGENTINE CANOLA,3345 <MONSANTO> |PR3665| (RT),6,644,0.828,5,81
2000,STANLEY,ARGENTINE CANOLA,34-55(DKL) (RT),6,544,0.837,5,81
2000,STANLEY,ARGENTINE CANOLA,45A51 (NS2335)(RT),22,2496,0.79,5,81
2000,STANLEY,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),12,1706,0.867,5,81
2000,STANLEY,BARLEY,AC HAWKEYE (HB 103),3,535,1.278,5,81
2000,STANLEY,BARLEY,AC ROSSER (BT 377),7,857,1.742,5,81
2000,STANLEY,BARLEY,BEDFORD,10,739,1.783,5,81
2000,STANLEY,BARLEY,CDC SISLER (BT 433),8,698,1.959,5,81
2000,STANLEY,BARLEY,EXCEL (M52),7,609,1.644,5,81
2000,STANLEY,BARLEY,ROBUST,26,2609,1.572,5,81
2000,STANLEY,BARLEY,STANDARD,5,924,1.628,5,81
2000,STANLEY,BLACK BEANS,AC HARBLACK,13,1541,0.702,5,81
2000,STANLEY,BUCKWHEAT,MANCAN,13,745,0.335,5,81
2000,STANLEY,CRANBERRY BEANS,CRAN 09,9,713,0.757,5,81
2000,STANLEY,CRANBERRY BEANS,MESSINA (ROG 912),6,552.4,0.628,5,81
2000,STANLEY,FLAX,AC EMERSON (FP 935),10,745,0.522,5,81
2000,STANLEY,FLAX,AC MCDUFF,8,609,0.591,5,81
2000,STANLEY,GRAIN CORN,PIONEER 39B42,7,665,2.633,5,81
2000,STANLEY,GRAIN CORN,PIONEER 39K73 (BT),19,1325,2.531,5,81
2000,STANLEY,GRAIN CORN,PIONEER 3941(X0804G),7,850,2.827,5,81
2000,STANLEY,GRAIN CORN,PIONEER 3970(X0754A),14,1677,2.714,5,81
2000,STANLEY,GRAIN CORN,SYNGENTA NK G-4011,18,2268.2,2.399,5,81
2000,STANLEY,GRAIN CORN,39M27 <PIONEER> (BT),21,1431,2.561,5,81
2000,STANLEY,KIDNEY BEANS,FOXFIRE,9,1669.1,0.607,5,81
2000,STANLEY,KIDNEY BEANS,ROG 802,4,875,0.62,5,81
2000,STANLEY,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,34,5868,0.807,5,81
2000,STANLEY,OATS,AC ASSINIBOIA (OT 275),16,1770,1.296,5,81
2000,STANLEY,OATS,RIEL,10,515,1.212,5,81
2000,STANLEY,OATS,TRIPLE CROWN (OT 541),11,1310,1.591,5,81
2000,STANLEY,OTH DRY EDIBLE BEANS,US 1140,4,501,0.766,5,81
2000,STANLEY,PINTO BEANS,AC PINTOBA (HR 55),27,3253,0.921,5,81
2000,STANLEY,PINTO BEANS,MAVERICK,9,916,0.874,5,81
2000,STANLEY,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),14,2852,9.071,5,81
2000,STANLEY,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),10,2941,9.115,5,81
2000,STANLEY,RED MEXICAN BEANS,NW-63,5,579,0.737,5,81
2000,STANLEY,RED SPRING WHEAT,AC BARRIE (BW 661),146,27260,1.379,5,81
2000,STANLEY,RED SPRING WHEAT,AC CORA (BW 152),5,758,1.202,5,81
2000,STANLEY,RED SPRING WHEAT,AC DOMAIN (BW 148),14,1793,1.29,5,81
2000,STANLEY,RED SPRING WHEAT,AC MAJESTIC (BW 173),23,4167,1.369,5,81
2000,STANLEY,RED SPRING WHEAT,MCKENZIE (BW 205),5,615,1.296,5,81
2000,STANLEY,RED SPRING WHEAT,PRODIGY (BW220),23,1527,1.281,5,81
2000,STANLEY,SILAGE CORN,PIONEER 3941(X0804G),11,898,12.954,5,81
2000,STANLEY,TABLE POTATOES,NORLAND,7,924,8.313,5,81
2000,STANLEY,TABLE POTATOES,YUKON GOLD,4,524,7.724,5,81
2000,STANLEY,WHITE PEA BEANS,AC SKIPPER,7,649,0.596,5,81
2000,STANLEY,WHITE PEA BEANS,ENVOY,6,887,0.674,5,81
2000,STANLEY,WHITE PEA BEANS,NAVIGATOR,41,4808,0.753,5,81
2000,STANLEY,WHITE PEA BEANS,OAC LASER,9,822,0.755,5,81
2000,STANLEY,WHITE PEA BEANS,OAC THUNDER,6,764.4,0.707,5,81
2000,STANLEY,WINTER WHEAT,CDC HARRIER (S93-1),5,1309,1.847,5,81
2000,STE. ANNE,ARGENTINE CANOLA,34-55(DKL) (RT),6,987,0.541,5,82
2000,STE. ANNE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,7,934,0.421,5,82
2000,STE. ANNE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),10,863,0.537,5,82
2000,STE. ANNE,BARLEY,ROBUST,4,511,1.082,5,82
2000,STE. ANNE,BARLEY,STANDARD,4,685,0.9,5,82
2000,STE. ANNE,BARLEY,STANDER,8,1298,1.538,5,82
2000,STE. ANNE,GRAIN CORN,PIONEER 39K73 (BT),6,651,1.394,5,82
2000,STE. ANNE,OATS,AC ASSINIBOIA (OT 275),11,1699,1.198,5,82
2000,STE. ANNE,RED SPRING WHEAT,AC BARRIE (BW 661),21,2611,0.95,5,82
2000,STE. ROSE,ALFALFA,COMMON (DELETED),11,824,3.006,5,83
2000,STE. ROSE,ALFALFA/GRASS MIX.,NO VAR (ALF BRM TIM),7,593,2.41,5,83
2000,STE. ROSE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),18,3017,2.166,5,83
2000,STE. ROSE,ARGENTINE CANOLA,EBONY <MONSANTO> |PR 2610|,4,790,0.704,5,83
2000,STE. ROSE,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),9,3873,0.687,5,83
2000,STE. ROSE,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),3,592,0.749,5,83
2000,STE. ROSE,ARGENTINE CANOLA,45A51 (NS2335)(RT),5,745,0.713,5,83
2000,STE. ROSE,ARGENTINE CANOLA,46A65 <PIONEER> |NS1565|,8,1352,0.664,5,83
2000,STE. ROSE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),6,1136,0.748,5,83
2000,STE. ROSE,BARLEY,EXCEL (M52),15,1917,1.698,5,83
2000,STE. ROSE,BARLEY,ROBUST,10,2244,1.664,5,83
2000,STE. ROSE,BARLEY,VIRDEN,4,1177,1.786,5,83
2000,STE. ROSE,FLAX,LINOTT,5,1260,0.538,5,83
2000,STE. ROSE,OATS,AC ASSINIBOIA (OT 275),8,619,1.377,5,83
2000,STE. ROSE,RED SPRING WHEAT,AC BARRIE (BW 661),34,13035,1.204,5,83
2000,STE. ROSE,RED SPRING WHEAT,AC INTREPID (BW 693),7,949,1.158,5,83
2000,STUARTBURN,ALFALFA,ALGONQUIN,6,572,1.5,5,84
2000,STUARTBURN,GREENFEED,OATS,22,1356,0.703,5,84
2000,STUARTBURN,NATIVE HAY,NO VAR (TYPE UNKNOWN),8,774,0.724,5,84
2000,STUARTBURN,OATS,AC PREAKNESS (OT262),4,645,0.584,5,84
2000,STUARTBURN,OATS,RIEL,14,1336,0.455,5,84
2000,STUARTBURN,OATS,ROBERT,5,505,0.076,5,84
2000,SWAN VALLEY WEST,ALFALFA,COMMON (DELETED),7,769,2.384,5,85
2000,SWAN VALLEY WEST,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),9,525,1.843,5,85
2000,SWAN VALLEY WEST,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),13,1145,1.66,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,CONQUEST (A98-9NR)(RT),44,6057.2,0.786,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,HYLITE 201 (ZNA 005),5,660,0.787,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,INVIGOR 2273 (PHY 36) (LT),28,4016,0.796,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,NEXERA,6,805,0.758,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,QUANTUM (91-21864 NA),4,556,0.794,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,QUEST (RU3) (RT),59,14357,0.737,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,SW ARROW (SWO2601)(RT),8,1471,0.61,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,SW RIDER (SWA2658)(RT),4,1255,0.856,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,2153 <INVIGOR> (LT),7,632,0.732,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,2573 <INVIGOR> |PHS98-640| (LT),6,1023,0.933,5,85
2000,SWAN VALLEY WEST,ARGENTINE CANOLA,3235 <MONSANTO> |PR4406| (RT),24,4263,0.862,5,85
